age,name,party,SIDO_SGG,member_id,gender,image_url
22,정청래,더불어민주당,서울 마포을,2385336L,남,https://www.assembly.go.kr/static/portal/img/openassm/new/9f6decd03010411db7bf51e526fbf348.jpg
22,전현희,더불어민주당,서울 중구성동갑,25G2571T,여,https://www.assembly.go.kr/static/portal/img/openassm/new/4096501555d84d9bb2ac94a9597498a8.png
22,장철민,더불어민주당,대전 동구,2NV6751W,남,https://www.assembly.go.kr/static/portal/img/openassm/new/e37f006d030a4d14b04f17a0de512540.jpg
22,이훈기,더불어민주당,인천 남동을,2S73768V,남,https://www.assembly.go.kr/static/portal/img/openassm/new/ece0e563880b4537a847dd2a22a9a478.jpg
22,송옥주,더불어민주당,경기 화성갑,3249208I,여,https://www.assembly.go.kr/static/portal/img/openassm/new/93e541edffd440d6b5ee9a683b5342ae.jpg
22,김미애,국민의힘,부산 해운대을,3BC6890E,여,https://www.assembly.go.kr/static/portal/img/openassm/new/c1a5f2ce1f3c439cbe027e15722925f9.png
22,진성준,더불어민주당,서울 강서을,3C23171A,남,https://www.assembly.go.kr/static/portal/img/openassm/new/6b3400f4040e4d6bb354d1f758717055.jpg
22,김기표,더불어민주당,경기 부천을,3CC88975,남,https://www.assembly.go.kr/static/portal/img/openassm/new/3ce78ac9f853436f8cb5c01e08c567be.jpg
22,이재강,더불어민주당,경기 의정부을,3LP22204,남,https://www.assembly.go.kr/static/portal/img/openassm/new/70bed9c0e202428fa3a36fb86c6d5398.png
22,조지연,국민의힘,경북 경산,3NI5978A,여,https://www.assembly.go.kr/static/portal/img/openassm/new/56eed1de2412435f98a26e9318f5eb96.png
22,양문석,더불어민주당,경기 안산갑,3OQ8273H,남,https://www.assembly.go.kr/static/portal/img/openassm/new/d998c51131e74bd189b37209e57182f7.png
22,윤종오,진보당,울산 북구,3TP65086,남,https://www.assembly.go.kr/static/portal/img/openassm/new/4cc7cc8814354a4b85dde1c745f33b1c.png
22,김우영,더불어민주당,서울 은평을,3UI95829,남,https://www.assembly.go.kr/static/portal/img/openassm/new/40b8f61bbb444b429d9fc87fe4dff506.jpg
22,이인영,더불어민주당,서울 구로갑,3ZR4438W,남,https://www.assembly.go.kr/static/portal/img/openassm/new/b84f1139ee484de5a94962ac9bcff09b.png
22,박정,더불어민주당,경기 파주을,4019850M,남,https://www.assembly.go.kr/static/portal/img/openassm/new/152aafe19d524e949398c1807d54fc7a.jpg
22,강승규,국민의힘,충남 홍성예산,42K7317Y,남,https://www.assembly.go.kr/static/portal/img/openassm/new/ec481315df7b49b4b1a0e8761f41ca49.jpg
22,박희승,더불어민주당,전북 남원장수임실순창,43Q3892U,남,https://www.assembly.go.kr/static/portal/img/openassm/new/bf9aa018b72e42a5a91c90fc4c70c626.jpg
22,김원이,더불어민주당,전남 목포,4L695580,남,https://www.assembly.go.kr/static/portal/img/openassm/new/dfa2409a04254cf0bdb4ad2f86092099.jpg
22,임오경,더불어민주당,경기 광명갑,4T026790,여,https://www.assembly.go.kr/static/portal/img/openassm/new/ccf42d7a80b54c5f86bc3f9dcd544a99.jpg
22,문진석,더불어민주당,충남 천안갑,4U29186R,남,https://www.assembly.go.kr/static/portal/img/openassm/new/81cfd832d09349ba95e28a111b700bfc.jpg
22,배현진,국민의힘,서울 송파을,4X525582,여,https://www.assembly.go.kr/static/portal/img/openassm/new/fc08975adb724900bfacc85909c69d02.png
22,서미화,더불어민주당,비례대표,51A45980,여,https://www.assembly.go.kr/static/portal/img/openassm/new/0694f551f21c40b2a4bbccd2e90ce40c.jpg
22,이정헌,더불어민주당,서울 광진갑,5762459L,남,https://www.assembly.go.kr/static/portal/img/openassm/new/7c68150569c741f79fd55986f59991b1.png
22,김영진,더불어민주당,경기 수원병,5765663F,남,https://www.assembly.go.kr/static/portal/img/openassm/new/4a532fc2b0bf46fd81d7d51ea73c61be.jpg
22,김재섭,국민의힘,서울 도봉갑,57B28032,남,https://www.assembly.go.kr/static/portal/img/openassm/new/4dda6952ecb54d03a2bfc80764322300.png
22,김승수,국민의힘,대구 북구을,5K93695T,남,https://www.assembly.go.kr/static/portal/img/openassm/new/ed6fa85a063842c59f5cfc4cca90eafb.jpg
22,조경태,국민의힘,부산 사하을,5KV82250,남,https://www.assembly.go.kr/static/portal/img/openassm/new/979f97345f794d5892e7b8cff8a7aa45.jpg
22,강준현,더불어민주당,세종 세종을,5KV96424,남,https://www.assembly.go.kr/static/portal/img/openassm/new/cf61b325757141748e07e055e1541468.jpg
