age,member_id,bill_number,result,date
21,8FC9697X,2117816,찬성,2023-12-08
21,QKO6165V,2117816,불참,2023-12-08
21,GD131760,2117816,불참,2023-12-08
21,ZRF3039U,2117816,찬성,2023-12-08
21,V0O5343U,2117816,찬성,2023-12-08
21,68P7228G,2117816,찬성,2023-12-08
21,XPP2564T,2117816,찬성,2023-12-08
21,FRN1867O,2117816,찬성,2023-12-08
21,RO593601,2117816,찬성,2023-12-08
21,GAV6441G,2117816,기권,2023-12-08
21,0YT3774N,2117816,찬성,2023-12-08
21,40S1959J,2117816,불참,2023-12-08
21,IL74008M,2117816,찬성,2023-12-08
21,8KF7223D,2117816,불참,2023-12-08
21,8P37634C,2117816,찬성,2023-12-08
21,CNZ51556,2117816,찬성,2023-12-08
21,3C23171A,2117816,찬성,2023-12-08
21,GDG1847Z,2117816,찬성,2023-12-08
21,P2N4585G,2117816,찬성,2023-12-08
21,JMY9959W,2117816,불참,2023-12-08
21,7R156073,2117816,찬성,2023-12-08
21,6AR6743G,2117816,불참,2023-12-08
21,J2O8643H,2117816,찬성,2023-12-08
21,VCP96419,2117816,찬성,2023-12-08
21,6AU2417B,2117816,불참,2023-12-08
21,B7D7534L,2117816,찬성,2023-12-08
21,GX22581L,2117816,찬성,2023-12-08
21,SE233396,2117816,찬성,2023-12-08
21,AFH96856,2117816,찬성,2023-12-08
21,52P3934K,2117816,찬성,2023-12-08
21,B7H6207C,2117816,찬성,2023-12-08
21,6399076T,2117816,찬성,2023-12-08
21,4U29186R,2117816,불참,2023-12-08
21,F5Y4026Q,2117816,불참,2023-12-08
21,WHV3448W,2117816,불참,2023-12-08
21,6RD62559,2117816,찬성,2023-12-08
21,LH97552Q,2117816,찬성,2023-12-08
21,TKJ4800F,2117816,찬성,2023-12-08
21,O6D8329R,2117816,찬성,2023-12-08
21,MSY7784L,2117816,불참,2023-12-08
21,EVH1507C,2117816,찬성,2023-12-08
21,K5F2023J,2117816,불참,2023-12-08
21,14M56632,2117816,찬성,2023-12-08
21,N9X9673B,2117816,찬성,2023-12-08
21,5MD4184K,2117816,찬성,2023-12-08
21,5K93695T,2117816,불참,2023-12-08
21,DPZ7685X,2117816,찬성,2023-12-08
21,E9R4507P,2117816,찬성,2023-12-08
21,UHB5553T,2117816,찬성,2023-12-08
21,J9S37905,2117816,찬성,2023-12-08
21,A494529E,2117816,찬성,2023-12-08
21,VRY5522V,2117816,기권,2023-12-08
21,CAA7713A,2117816,찬성,2023-12-08
21,0PK7354M,2117816,찬성,2023-12-08
21,O0I2045I,2117816,찬성,2023-12-08
21,CZB4125D,2117816,불참,2023-12-08
21,Z6R3959C,2117816,불참,2023-12-08
21,UGH6481E,2117816,찬성,2023-12-08
21,W4X85128,2117816,불참,2023-12-08
21,JZY9937U,2117816,불참,2023-12-08
21,MRK4871S,2117816,찬성,2023-12-08
21,YKW37422,2117816,찬성,2023-12-08
21,2NV6751W,2117816,찬성,2023-12-08
21,BM63269Y,2117816,찬성,2023-12-08
21,M7O7878U,2117816,찬성,2023-12-08
21,YLS4431M,2117816,찬성,2023-12-08
21,3ZR4438W,2117816,찬성,2023-12-08
21,HSS7466Y,2117816,찬성,2023-12-08
21,KB04377U,2117816,불참,2023-12-08
21,FU53642G,2117816,찬성,2023-12-08
21,8VY63414,2117816,찬성,2023-12-08
21,QQP4727N,2117816,찬성,2023-12-08
21,BCQ55105,2117816,찬성,2023-12-08
21,9L57027L,2117816,찬성,2023-12-08
21,GOC54665,2117816,불참,2023-12-08
21,5UN9725L,2117816,불참,2023-12-08
21,LJK4960Z,2117816,찬성,2023-12-08
21,IUD9392R,2117816,불참,2023-12-08
21,NCO99988,2117816,찬성,2023-12-08
21,M2Q9024I,2117816,불참,2023-12-08
21,DBA1057Z,2117816,불참,2023-12-08
21,CI15627C,2117816,찬성,2023-12-08
21,C7E79345,2117816,찬성,2023-12-08
21,UQ282145,2117816,불참,2023-12-08
21,TRE2429O,2117816,찬성,2023-12-08
21,E6U4345C,2117816,찬성,2023-12-08
21,7BM2933Y,2117816,찬성,2023-12-08
21,CDL93608,2117816,불참,2023-12-08
21,2UD1340H,2117816,찬성,2023-12-08
21,9VR65006,2117816,불참,2023-12-08
21,X7I4680R,2117816,찬성,2023-12-08
21,XJC13432,2117816,찬성,2023-12-08
21,T465023H,2117816,불참,2023-12-08
21,3RW63706,2117816,찬성,2023-12-08
21,RQQ3807K,2117816,찬성,2023-12-08
21,FH777496,2117816,찬성,2023-12-08
21,8X15119P,2117816,찬성,2023-12-08
21,CNW5754J,2117816,찬성,2023-12-08
21,3249208I,2117816,찬성,2023-12-08
21,GX38539O,2117816,찬성,2023-12-08
21,8Q88373R,2117816,불참,2023-12-08
21,XEF29171,2117816,찬성,2023-12-08
21,WVU2479T,2117816,불참,2023-12-08
21,QTW6852F,2117816,찬성,2023-12-08
21,7XY7109I,2117816,불참,2023-12-08
21,TST4507I,2117816,찬성,2023-12-08
21,JC14718Q,2117816,찬성,2023-12-08
21,5KV82250,2117816,찬성,2023-12-08
21,L7J93733,2117816,찬성,2023-12-08
21,LT72093S,2117816,찬성,2023-12-08
21,GE71932C,2117816,찬성,2023-12-08
21,FDC3144T,2117816,찬성,2023-12-08
21,17M85910,2117816,찬성,2023-12-08
21,I7R13867,2117816,찬성,2023-12-08
21,SQ36001H,2117816,불참,2023-12-08
21,G1570880,2117816,찬성,2023-12-08
21,9LD2641Q,2117816,불참,2023-12-08
21,LPB30152,2117816,찬성,2023-12-08
21,MD083627,2117816,찬성,2023-12-08
21,OSV9142K,2117816,찬성,2023-12-08
21,B7R2742J,2117816,찬성,2023-12-08
21,FJK3396E,2117816,찬성,2023-12-08
21,ZDP5704Q,2117816,찬성,2023-12-08
21,71J2365L,2117816,찬성,2023-12-08
21,7O71647Z,2117816,찬성,2023-12-08
21,W1Q6753M,2117816,불참,2023-12-08
21,E1J8836Y,2117816,찬성,2023-12-08
21,RD42006Y,2117816,찬성,2023-12-08
21,QHL3248U,2117816,찬성,2023-12-08
21,TJW93720,2117816,찬성,2023-12-08
21,9S151177,2117816,불참,2023-12-08
21,TZ228122,2117816,찬성,2023-12-08
21,9V18755A,2117816,반대,2023-12-08
21,XA42275R,2117816,찬성,2023-12-08
21,PO64874I,2117816,찬성,2023-12-08
21,VHK3402G,2117816,찬성,2023-12-08
21,6YT83269,2117816,찬성,2023-12-08
21,1MU99298,2117816,찬성,2023-12-08
21,G152611B,2117816,불참,2023-12-08
