age,member_id,bill_number,result,date
20,MGE7194M,2001914,찬성,2017-08-31
20,9CR4440H,2001914,불참,2017-08-31
20,9S468336,2001914,찬성,2017-08-31
20,EX94352K,2001914,찬성,2017-08-31
20,8X46899U,2001914,찬성,2017-08-31
20,8EL9225R,2001914,찬성,2017-08-31
20,DKB8522X,2001914,찬성,2017-08-31
20,Q6A9034Q,2001914,찬성,2017-08-31
20,6RP89579,2001914,찬성,2017-08-31
20,5K343700,2001914,찬성,2017-08-31
20,11N7618M,2001914,찬성,2017-08-31
20,DVD2735W,2001914,찬성,2017-08-31
20,7BV5480O,2001914,찬성,2017-08-31
20,IDV9108J,2001914,찬성,2017-08-31
20,WNN9272X,2001914,찬성,2017-08-31
20,7KD2317D,2001914,찬성,2017-08-31
20,ABT2266H,2001914,찬성,2017-08-31
20,BTP28870,2001914,찬성,2017-08-31
20,SSF6805Q,2001914,찬성,2017-08-31
20,06571503,2001914,찬성,2017-08-31
20,60490713,2001914,찬성,2017-08-31
20,EH27538E,2001914,찬성,2017-08-31
20,0W194007,2001914,불참,2017-08-31
20,PAO22428,2001914,찬성,2017-08-31
20,BLC8630L,2001914,찬성,2017-08-31
20,68P7228G,2001914,찬성,2017-08-31
20,O7R5461J,2001914,찬성,2017-08-31
20,TKJ4800F,2001914,찬성,2017-08-31
20,MRK4871S,2001914,찬성,2017-08-31
20,4019850M,2001914,찬성,2017-08-31
20,7BM2933Y,2001914,찬성,2017-08-31
20,CDL93608,2001914,찬성,2017-08-31
20,6YT83269,2001914,찬성,2017-08-31
20,I7R13867,2001914,찬성,2017-08-31
20,LPB30152,2001914,찬성,2017-08-31
20,6V37131U,2001914,찬성,2017-08-31
20,DCR84445,2001914,찬성,2017-08-31
20,FGX4881A,2001914,찬성,2017-08-31
20,IYD4143Y,2001914,찬성,2017-08-31
20,GCA42857,2001914,찬성,2017-08-31
20,8IN46764,2001914,찬성,2017-08-31
20,CAL85655,2001914,찬성,2017-08-31
20,DCN7433W,2001914,찬성,2017-08-31
20,0135473I,2001914,찬성,2017-08-31
20,GN240959,2001914,찬성,2017-08-31
20,VHK3402G,2001914,찬성,2017-08-31
20,M3Z17237,2001914,찬성,2017-08-31
20,V8I36226,2001914,찬성,2017-08-31
20,TIS61927,2001914,찬성,2017-08-31
20,BN49469V,2001914,찬성,2017-08-31
20,NNP30098,2001914,찬성,2017-08-31
