age,member_id,bill_number,result,date
21,1MU99298,2111151,찬성,2021-06-29
21,FDC3144T,2111151,찬성,2021-06-29
21,17M85910,2111151,찬성,2021-06-29
21,G152611B,2111151,찬성,2021-06-29
21,9LD2641Q,2111151,찬성,2021-06-29
21,FOK3459D,2111151,찬성,2021-06-29
21,QUO78839,2111151,불참,2021-06-29
21,BT62420K,2111151,찬성,2021-06-29
21,TZP9391O,2111151,찬성,2021-06-29
21,6V37131U,2111151,찬성,2021-06-29
21,FJK3396E,2111151,찬성,2021-06-29
21,ZDP5704Q,2111151,찬성,2021-06-29
21,71J2365L,2111151,불참,2021-06-29
21,7O71647Z,2111151,찬성,2021-06-29
21,W1Q6753M,2111151,불참,2021-06-29
21,E1J8836Y,2111151,찬성,2021-06-29
21,RD42006Y,2111151,불참,2021-06-29
21,1BX7234U,2111151,찬성,2021-06-29
21,QHL3248U,2111151,찬성,2021-06-29
21,AE685067,2111151,찬성,2021-06-29
21,9S151177,2111151,찬성,2021-06-29
21,TZ228122,2111151,찬성,2021-06-29
21,9V18755A,2111151,찬성,2021-06-29
21,XA42275R,2111151,찬성,2021-06-29
21,PO64874I,2111151,불참,2021-06-29
21,WVU2479T,2111151,불참,2021-06-29
21,L7J93733,2111151,찬성,2021-06-29
21,DAV7257X,2111151,찬성,2021-06-29
21,I7R13867,2111151,찬성,2021-06-29
21,SQ36001H,2111151,찬성,2021-06-29
21,G1570880,2111151,찬성,2021-06-29
21,LPB30152,2111151,불참,2021-06-29
21,MD083627,2111151,찬성,2021-06-29
21,OSV9142K,2111151,찬성,2021-06-29
21,B7R2742J,2111151,찬성,2021-06-29
21,MHK9919B,2111151,찬성,2021-06-29
21,6EN68926,2111151,불참,2021-06-29
21,TJW93720,2111151,찬성,2021-06-29
21,JNL7001A,2111151,찬성,2021-06-29
21,4X525582,2111151,불참,2021-06-29
21,3TO11703,2111151,찬성,2021-06-29
21,MU69217P,2111151,불참,2021-06-29
21,66W6739S,2111151,찬성,2021-06-29
21,LM13674V,2111151,불참,2021-06-29
21,A2V51235,2111151,찬성,2021-06-29
21,NTT8182Q,2111151,찬성,2021-06-29
21,0VU8517U,2111151,불참,2021-06-29
21,NZF1659U,2111151,불참,2021-06-29
21,3BC6890E,2111151,찬성,2021-06-29
21,SRP7336N,2111151,불참,2021-06-29
21,ZKU88693,2111151,불참,2021-06-29
21,8FB1535Y,2111151,찬성,2021-06-29
21,0WL9321T,2111151,찬성,2021-06-29
21,PZA4062H,2111151,찬성,2021-06-29
21,4A067125,2111151,불참,2021-06-29
21,IN328264,2111151,불참,2021-06-29
21,WMG57662,2111151,찬성,2021-06-29
21,NCP9875N,2111151,찬성,2021-06-29
21,3425169D,2111151,찬성,2021-06-29
21,IOW1101J,2111151,찬성,2021-06-29
21,OIA3741M,2111151,찬성,2021-06-29
21,6MO8786S,2111151,찬성,2021-06-29
21,0767470D,2111151,불참,2021-06-29
21,LG63087O,2111151,불참,2021-06-29
21,OW53107J,2111151,찬성,2021-06-29
21,DAN6731C,2111151,불참,2021-06-29
21,SVH3899R,2111151,찬성,2021-06-29
21,9JF4562W,2111151,찬성,2021-06-29
21,ATB59635,2111151,찬성,2021-06-29
21,SBK1544B,2111151,찬성,2021-06-29
21,KUO3574J,2111151,찬성,2021-06-29
21,8SV6917G,2111151,찬성,2021-06-29
21,GD131760,2111151,불참,2021-06-29
21,ZRF3039U,2111151,불참,2021-06-29
21,RO593601,2111151,찬성,2021-06-29
21,PFG2137X,2111151,찬성,2021-06-29
21,0YT3774N,2111151,찬성,2021-06-29
21,40S1959J,2111151,찬성,2021-06-29
21,IL74008M,2111151,찬성,2021-06-29
21,3C23171A,2111151,찬성,2021-06-29
21,7R156073,2111151,불참,2021-06-29
21,6AR6743G,2111151,불참,2021-06-29
21,GX22581L,2111151,찬성,2021-06-29
21,AFH96856,2111151,찬성,2021-06-29
21,I0S53762,2111151,불참,2021-06-29
21,04T3751T,2111151,찬성,2021-06-29
21,MSY7784L,2111151,불참,2021-06-29
21,EVH1507C,2111151,찬성,2021-06-29
21,5K93695T,2111151,불참,2021-06-29
21,DPZ7685X,2111151,찬성,2021-06-29
21,UHB5553T,2111151,찬성,2021-06-29
21,O0I2045I,2111151,찬성,2021-06-29
21,CFE3998F,2111151,불참,2021-06-29
21,HSS7466Y,2111151,찬성,2021-06-29
21,FU53642G,2111151,찬성,2021-06-29
21,5UN9725L,2111151,찬성,2021-06-29
21,K3W33496,2111151,찬성,2021-06-29
21,21N57758,2111151,불참,2021-06-29
21,FYI20317,2111151,찬성,2021-06-29
21,8X15119P,2111151,불참,2021-06-29
21,3249208I,2111151,찬성,2021-06-29
21,XEF29171,2111151,찬성,2021-06-29
21,F5U2979W,2126389,찬성,2024-01-25
21,DWK26447,2126389,찬성,2024-01-25
21,YTA7297R,2126389,찬성,2024-01-25
21,4X525582,2126389,찬성,2024-01-25
21,G7512472,2126389,찬성,2024-01-25
21,3TO11703,2126389,찬성,2024-01-25
21,S741317G,2126389,불참,2024-01-25
21,QD25323M,2126389,찬성,2024-01-25
21,JVB6983V,2126389,찬성,2024-01-25
21,DAY6557K,2126389,찬성,2024-01-25
21,P2N50879,2126389,찬성,2024-01-25
21,A0P4646G,2126389,불참,2024-01-25
21,A2V51235,2126389,찬성,2024-01-25
21,7I09543O,2126389,찬성,2024-01-25
21,3DK8989T,2126389,찬성,2024-01-25
21,ZYH1940A,2126389,불참,2024-01-25
21,M0A1658U,2126389,찬성,2024-01-25
21,HSW1214Q,2126389,찬성,2024-01-25
21,3BC6890E,2126389,찬성,2024-01-25
21,5765663F,2126389,찬성,2024-01-25
21,GFF1986K,2126389,찬성,2024-01-25
21,ZKU88693,2126389,찬성,2024-01-25
21,WJL30106,2126389,불참,2024-01-25
21,5KV96424,2126389,찬성,2024-01-25
21,M7T9712V,2126389,찬성,2024-01-25
21,60490713,2126389,찬성,2024-01-25
21,1WE5693J,2126389,찬성,2024-01-25
21,X3170462,2126389,불참,2024-01-25
21,8FB1535Y,2126389,찬성,2024-01-25
21,EH27538E,2126389,찬성,2024-01-25
21,WFU14784,2126389,불참,2024-01-25
21,SU53086M,2126389,불참,2024-01-25
21,0WL9321T,2126389,찬성,2024-01-25
21,PZA4062H,2126389,찬성,2024-01-25
21,8348421R,2126389,찬성,2024-01-25
21,JQA21112,2126389,찬성,2024-01-25
21,4L695580,2126389,찬성,2024-01-25
21,RPN2293B,2126389,찬성,2024-01-25
21,MQU41854,2126389,찬성,2024-01-25
21,V429892C,2126389,찬성,2024-01-25
21,IN328264,2126389,불참,2024-01-25
21,XBT9550Q,2126389,불참,2024-01-25
21,ZA54991S,2126389,찬성,2024-01-25
21,0827740Q,2126389,찬성,2024-01-25
21,0W194007,2126389,찬성,2024-01-25
21,WMG57662,2126389,찬성,2024-01-25
21,I5I2468R,2126389,찬성,2024-01-25
21,WTR5885Y,2126389,불참,2024-01-25
21,3425169D,2126389,찬성,2024-01-25
21,OIA3741M,2126389,찬성,2024-01-25
21,CT85313K,2126389,찬성,2024-01-25
21,BLC8630L,2126389,찬성,2024-01-25
21,NQR1206Q,2126389,불참,2024-01-25
21,LG63087O,2126389,불참,2024-01-25
21,VG24001G,2126389,찬성,2024-01-25
21,WCD5518S,2126389,찬성,2024-01-25
21,SVH3899R,2126389,찬성,2024-01-25
21,IOW8224X,2126389,찬성,2024-01-25
21,9JF4562W,2126389,찬성,2024-01-25
21,Y7K5946R,2126389,찬성,2024-01-25
21,KUO3574J,2126389,찬성,2024-01-25
21,D6U6678O,2126389,찬성,2024-01-25
21,S9U45255,2126389,찬성,2024-01-25
21,8FC9697X,2126389,찬성,2024-01-25
21,QKO6165V,2126389,불참,2024-01-25
21,ZRF3039U,2126389,불참,2024-01-25
21,68P7228G,2126389,찬성,2024-01-25
