age,member_id,bill_number,result,date
22,8L52480G,2204333,불참,2024-09-26
22,GP21946O,2204333,불참,2024-09-26
22,2S73768V,2204333,찬성,2024-09-26
22,WCD5518S,2204333,불참,2024-09-26
22,ATB59635,2204333,불참,2024-09-26
22,D6U6678O,2204333,찬성,2024-09-26
22,P0F1530P,2204333,불참,2024-09-26
22,XPP2564T,2204333,불참,2024-09-26
22,1JI2689F,2204333,찬성,2024-09-26
22,PFG2137X,2204333,찬성,2024-09-26
22,JG77046J,2206578,불참,2025-03-20
22,PYA8594I,2206578,찬성,2025-03-20
22,URV1689Q,2206578,찬성,2025-03-20
22,D9I3309M,2206578,찬성,2025-03-20
22,M4O5221T,2206578,찬성,2025-03-20
22,5TQ6306B,2206578,찬성,2025-03-20
22,25G2571T,2206578,찬성,2025-03-20
22,NUB4941Z,2206578,찬성,2025-03-20
22,VDN5593C,2206578,불참,2025-03-20
22,KFM1081G,2206578,찬성,2025-03-20
22,YM42715P,2206578,찬성,2025-03-20
22,URX8075K,2206578,찬성,2025-03-20
22,6VC83722,2206578,찬성,2025-03-20
22,3TP65086,2206578,찬성,2025-03-20
22,RC885085,2206578,찬성,2025-03-20
22,KNP22261,2206578,찬성,2025-03-20
22,9HE7226N,2206578,찬성,2025-03-20
22,EFU76868,2206578,찬성,2025-03-20
22,N378078V,2206578,찬성,2025-03-20
22,3OQ8273H,2206578,찬성,2025-03-20
22,B7789327,2206578,찬성,2025-03-20
22,5762459L,2206578,찬성,2025-03-20
22,EB16073M,2206578,찬성,2025-03-20
22,8O34202I,2206578,찬성,2025-03-20
22,YGB8604T,2206578,찬성,2025-03-20
22,3NI5978A,2206578,찬성,2025-03-20
22,88O1334C,2206578,찬성,2025-03-20
22,8TU8443O,2206578,찬성,2025-03-20
22,42K7317Y,2206578,찬성,2025-03-20
22,YN160848,2206578,찬성,2025-03-20
22,RAJ1024Z,2206578,찬성,2025-03-20
22,JSA8739I,2206578,찬성,2025-03-20
22,LYY5513O,2206578,찬성,2025-03-20
22,DAY6557K,2206578,찬성,2025-03-20
22,GP07421U,2206578,찬성,2025-03-20
22,A0P4646G,2206578,찬성,2025-03-20
22,7469929V,2206578,찬성,2025-03-20
22,OFE45081,2206578,찬성,2025-03-20
22,AEO5706C,2206578,찬성,2025-03-20
22,ZW43496R,2206578,찬성,2025-03-20
22,9901388T,2206578,찬성,2025-03-20
22,ZDR63255,2206578,찬성,2025-03-20
22,VZA76236,2206578,찬성,2025-03-20
22,QQ429063,2206578,불참,2025-03-20
22,8XE7026P,2206578,찬성,2025-03-20
22,5765663F,2206578,찬성,2025-03-20
22,5KV96424,2206578,찬성,2025-03-20
22,NXB3178C,2206578,찬성,2025-03-20
22,1WE5693J,2206578,찬성,2025-03-20
22,X3170462,2206578,불참,2025-03-20
22,8FB1535Y,2206578,찬성,2025-03-20
22,4T026790,2206578,찬성,2025-03-20
22,JQA21112,2206578,찬성,2025-03-20
22,RPN2293B,2206578,찬성,2025-03-20
22,5N65159P,2206578,찬성,2025-03-20
22,TQP7167T,2206578,찬성,2025-03-20
22,IC499858,2206578,불참,2025-03-20
22,LCZ1711I,2206578,찬성,2025-03-20
22,0R68099X,2206578,찬성,2025-03-20
22,N2P9317N,2206578,찬성,2025-03-20
22,TCP9838Y,2206578,찬성,2025-03-20
22,8JG4358H,2206578,찬성,2025-03-20
22,W8L9421K,2206578,찬성,2025-03-20
22,MIS62075,2206578,찬성,2025-03-20
22,WI719547,2206578,찬성,2025-03-20
22,X639721U,2206578,찬성,2025-03-20
22,1A82234K,2206578,찬성,2025-03-20
22,2385336L,2206578,찬성,2025-03-20
22,IN328264,2206578,찬성,2025-03-20
22,X1K3667J,2206578,찬성,2025-03-20
22,NA61091D,2206578,찬성,2025-03-20
22,UOS16250,2206578,찬성,2025-03-20
22,JZV5283U,2206578,찬성,2025-03-20
22,GJK57930,2206578,찬성,2025-03-20
22,L5P27909,2206578,불참,2025-03-20
22,LG63087O,2206578,찬성,2025-03-20
22,CGW7415Z,2206578,찬성,2025-03-20
22,P7U7800Z,2206578,찬성,2025-03-20
22,L2I9861C,2206578,찬성,2025-03-20
22,FU87526G,2206578,찬성,2025-03-20
22,8SV6917G,2206578,찬성,2025-03-20
22,PFG2137X,2206578,찬성,2025-03-20
22,8P37634C,2206578,찬성,2025-03-20
22,CNZ51556,2206578,찬성,2025-03-20
22,N4R2421C,2206578,찬성,2025-03-20
22,3C23171A,2206578,찬성,2025-03-20
22,GDG1847Z,2206578,찬성,2025-03-20
22,O7R5461J,2206578,찬성,2025-03-20
22,W8W95421,2206578,찬성,2025-03-20
22,6WK3815W,2206578,찬성,2025-03-20
22,VCP96419,2206578,찬성,2025-03-20
22,ARP89147,2206578,불참,2025-03-20
22,GX22581L,2206578,찬성,2025-03-20
22,AFH96856,2206578,찬성,2025-03-20
22,LH97552Q,2206578,찬성,2025-03-20
22,TKJ4800F,2206578,찬성,2025-03-20
22,O6D8329R,2206578,불참,2025-03-20
22,04T3751T,2206578,찬성,2025-03-20
22,EVH1507C,2206578,찬성,2025-03-20
22,K5F2023J,2206578,찬성,2025-03-20
22,5MD4184K,2206578,찬성,2025-03-20
22,6U243644,2206578,찬성,2025-03-20
22,A494529E,2206578,찬성,2025-03-20
22,O0I2045I,2206578,찬성,2025-03-20
22,W4X85128,2206578,찬성,2025-03-20
22,JZY9937U,2206578,찬성,2025-03-20
22,BRU2690F,2206578,찬성,2025-03-20
22,LJK4960Z,2206578,찬성,2025-03-20
22,IUD9392R,2206578,찬성,2025-03-20
22,M2Q9024I,2206578,찬성,2025-03-20
22,X7I4680R,2206578,찬성,2025-03-20
22,XSP20229,2206578,불참,2025-03-20
22,8X15119P,2206578,찬성,2025-03-20
22,ZYP7962W,2206578,찬성,2025-03-20
22,3249208I,2206578,찬성,2025-03-20
22,GX38539O,2206578,찬성,2025-03-20
22,XEF29171,2206578,찬성,2025-03-20
22,L7J93733,2206578,찬성,2025-03-20
22,DAV7257X,2206578,찬성,2025-03-20
22,LT72093S,2206578,찬성,2025-03-20
22,SQ36001H,2206578,찬성,2025-03-20
