age,member_id,bill_number,result,date
20,MO52543L,2017764,찬성,2018-12-27
20,0827740Q,2017764,찬성,2018-12-27
20,0W194007,2017764,불참,2018-12-27
20,PAO22428,2017764,불참,2018-12-27
20,NQR1206Q,2017764,찬성,2018-12-27
20,PEP6922S,2017764,찬성,2018-12-27
20,V0O5343U,2017764,찬성,2018-12-27
20,GDG1847Z,2017764,불참,2018-12-27
20,O7R5461J,2017764,찬성,2018-12-27
20,JMY9959W,2017764,찬성,2018-12-27
20,J2O8643H,2017764,불참,2018-12-27
20,O6D8329R,2017764,찬성,2018-12-27
20,04T3751T,2017764,불참,2018-12-27
20,EVH1507C,2017764,찬성,2018-12-27
20,N9X9673B,2017764,찬성,2018-12-27
20,CZB4125D,2017764,찬성,2018-12-27
20,Q9H5708M,2017764,불참,2018-12-27
20,MRK4871S,2017764,찬성,2018-12-27
20,K3W33496,2017764,불참,2018-12-27
20,CI15627C,2017764,찬성,2018-12-27
20,TRE2429O,2017764,불참,2018-12-27
20,9VR65006,2017764,불참,2018-12-27
20,D0C85236,2017764,불참,2018-12-27
20,XSP20229,2017764,찬성,2018-12-27
20,XEF29171,2017764,찬성,2018-12-27
20,9D939735,2017764,찬성,2018-12-27
20,SQ36001H,2017764,불참,2018-12-27
20,G1570880,2017764,불참,2018-12-27
20,FOK3459D,2017764,찬성,2018-12-27
20,LPB30152,2017764,불참,2018-12-27
20,MD083627,2017764,찬성,2018-12-27
20,FJK3396E,2017764,찬성,2018-12-27
20,E1J8836Y,2017764,불참,2018-12-27
20,6EN68926,2017764,찬성,2018-12-27
20,TOU1222X,2017764,찬성,2018-12-27
20,FGX4881A,2017764,찬성,2018-12-27
20,IYD4143Y,2017764,불참,2018-12-27
20,TWL5801D,2017764,불참,2018-12-27
20,P303213F,2017764,찬성,2018-12-27
20,FJ03481D,2017764,불참,2018-12-27
20,IWK63872,2017764,불참,2018-12-27
20,8IN46764,2017764,불참,2018-12-27
20,T2K9554I,2017764,불참,2018-12-27
20,UIZ3103R,2017764,불참,2018-12-27
20,S8431719,2017764,찬성,2018-12-27
20,DCN7433W,2017764,불참,2018-12-27
20,3SP89633,2017764,찬성,2018-12-27
20,LCJ77278,2017764,찬성,2018-12-27
20,SLW27496,2017764,불참,2018-12-27
20,VHK3402G,2017764,기권,2018-12-27
20,QZU9232M,2017764,찬성,2018-12-27
20,V8I36226,2017764,찬성,2018-12-27
20,9ZP9014Q,2017764,불참,2018-12-27
20,64G6894C,2017764,불참,2018-12-27
20,VE469451,2017764,불참,2018-12-27
20,W168182V,2017764,찬성,2018-12-27
20,MBS2896E,2017764,찬성,2018-12-27
20,BN49469V,2017764,불참,2018-12-27
20,BWD92364,2017764,찬성,2018-12-27
20,YBM9779M,2017764,찬성,2018-12-27
20,0582116P,2017764,불참,2018-12-27
20,2SE64657,2017764,불참,2018-12-27
20,B6F5266B,2017764,찬성,2018-12-27
20,F5U2979W,2017764,찬성,2018-12-27
20,IQN7588X,2017764,불참,2018-12-27
20,N6C1899K,2017764,불참,2018-12-27
20,BQS2021C,2017764,불참,2018-12-27
20,0E97245Y,2017764,찬성,2018-12-27
20,2WQ6656P,2017764,찬성,2018-12-27
20,AFQ26679,2017764,불참,2018-12-27
20,7AN97172,2017764,찬성,2018-12-27
20,25G2571T,2017764,불참,2018-12-27
20,HTK5293K,2017764,찬성,2018-12-27
20,GW55008L,2017764,찬성,2018-12-27
20,23D73143,2017764,찬성,2018-12-27
20,AMF4093D,2017764,불참,2018-12-27
20,RCF90176,2017764,찬성,2018-12-27
20,AJV31724,2017764,찬성,2018-12-27
20,9414335X,2017764,찬성,2018-12-27
20,KA04352K,2017764,불참,2018-12-27
20,MGE7194M,2017764,찬성,2018-12-27
20,VNF2868Z,2017764,찬성,2018-12-27
20,SEK1881Q,2017764,불참,2018-12-27
20,HE838063,2017764,불참,2018-12-27
20,0ID22746,2017764,찬성,2018-12-27
20,EUR98126,2017764,불참,2018-12-27
20,R365233W,2017764,불참,2018-12-27
20,9S468336,2017764,불참,2018-12-27
20,ZL32287Z,2017764,찬성,2018-12-27
20,A486635H,2017764,찬성,2018-12-27
20,XTB3104O,2017764,불참,2018-12-27
20,5K343700,2017764,불참,2018-12-27
20,UDB4825U,2017764,불참,2018-12-27
20,6N28669V,2017764,찬성,2018-12-27
20,TO79481Z,2017764,찬성,2018-12-27
20,Q6G2914I,2017764,찬성,2018-12-27
20,LDY9563L,2017764,찬성,2018-12-27
20,11N7618M,2017764,기권,2018-12-27
20,O0G3169T,2017764,불참,2018-12-27
20,IDV9108J,2017764,찬성,2018-12-27
20,X9Y63914,2017764,불참,2018-12-27
20,OQO34632,2017764,찬성,2018-12-27
20,WNN9272X,2017764,불참,2018-12-27
20,U9G5099O,2017764,기권,2018-12-27
20,JMD3241I,2017764,찬성,2018-12-27
20,MTK2954E,2017764,찬성,2018-12-27
20,ABT2266H,2017764,찬성,2018-12-27
20,OC037566,2017764,찬성,2018-12-27
20,LSK9789D,2017764,불참,2018-12-27
20,16I8621J,2017764,기권,2018-12-27
20,8KB8281W,2017764,찬성,2018-12-27
20,BTP28870,2017764,찬성,2018-12-27
20,GDN7894V,2017764,찬성,2018-12-27
20,9FL71418,2017764,찬성,2018-12-27
20,WYC63862,2017764,찬성,2018-12-27
20,A3H7195R,2017764,찬성,2018-12-27
20,M0A1658U,2017764,불참,2018-12-27
20,NZF1659U,2017764,찬성,2018-12-27
20,WDS6044S,2017764,찬성,2018-12-27
20,ZDR63255,2017764,기권,2018-12-27
20,KR14136C,2017764,불참,2018-12-27
20,GFF1986K,2017764,찬성,2018-12-27
20,60490713,2017764,찬성,2018-12-27
20,UM51067K,2017764,찬성,2018-12-27
20,1WE5693J,2017764,불참,2018-12-27
20,JG77046J,2017764,불참,2018-12-27
20,8WV8289I,2017764,찬성,2018-12-27
20,IQ54138I,2017764,찬성,2018-12-27
20,YVN3115U,2017764,불참,2018-12-27
20,O8E1566L,2017764,찬성,2018-12-27
20,9EA39580,2017764,불참,2018-12-27
20,71M8132V,2017764,불참,2018-12-27
20,5CO4531H,2017764,불참,2018-12-27
20,YLM92014,2017764,불참,2018-12-27
20,8DK7238W,2017764,찬성,2018-12-27
20,DTG4846A,2017764,불참,2018-12-27
20,CJX51868,2017764,불참,2018-12-27
20,PLR62452,2017764,찬성,2018-12-27
20,QKY38290,2017764,불참,2018-12-27
20,MC32279F,2017764,찬성,2018-12-27
20,A935446Z,2017764,불참,2018-12-27
20,06L2365K,2017764,불참,2018-12-27
