age,member_id,bill_number,result,date
21,7BM2933Y,2107266,찬성,2021-04-29
21,CDL93608,2107266,찬성,2021-04-29
21,2UD1340H,2107266,찬성,2021-04-29
21,9VR65006,2107266,불참,2021-04-29
21,EMC8812P,2107266,찬성,2021-04-29
21,XJC13432,2107266,기권,2021-04-29
21,3RW63706,2107266,찬성,2021-04-29
21,RQQ3807K,2107266,찬성,2021-04-29
21,FH777496,2107266,찬성,2021-04-29
21,FYI20317,2107266,불참,2021-04-29
21,8X15119P,2107266,불참,2021-04-29
21,ZYP7962W,2107266,불참,2021-04-29
21,CNW5754J,2107266,찬성,2021-04-29
21,GX38539O,2107266,찬성,2021-04-29
21,WVU2479T,2107266,찬성,2021-04-29
21,9D939735,2107266,찬성,2021-04-29
21,QTW6852F,2107266,찬성,2021-04-29
21,7XY7109I,2107266,찬성,2021-04-29
21,TST4507I,2107266,찬성,2021-04-29
21,JC14718Q,2107266,찬성,2021-04-29
21,5KV82250,2107266,찬성,2021-04-29
21,L7J93733,2107266,찬성,2021-04-29
21,LT72093S,2107266,찬성,2021-04-29
21,GE71932C,2107266,찬성,2021-04-29
21,1MU99298,2107266,찬성,2021-04-29
21,17M85910,2107266,찬성,2021-04-29
21,G152611B,2107266,찬성,2021-04-29
21,I7R13867,2107266,찬성,2021-04-29
21,SQ36001H,2107266,찬성,2021-04-29
21,9LD2641Q,2107266,찬성,2021-04-29
21,QUO78839,2107266,찬성,2021-04-29
21,LPB30152,2107266,불참,2021-04-29
21,MD083627,2107266,불참,2021-04-29
21,TZP9391O,2107266,찬성,2021-04-29
21,6V37131U,2107266,찬성,2021-04-29
21,OSV9142K,2107266,찬성,2021-04-29
21,B7R2742J,2107266,찬성,2021-04-29
21,FJK3396E,2107266,찬성,2021-04-29
21,ZDP5704Q,2107266,찬성,2021-04-29
21,7O71647Z,2107266,찬성,2021-04-29
21,W1Q6753M,2107266,찬성,2021-04-29
21,MHK9919B,2107266,찬성,2021-04-29
21,E1J8836Y,2107266,찬성,2021-04-29
21,RD42006Y,2107266,불참,2021-04-29
21,6EN68926,2107266,불참,2021-04-29
21,1BX7234U,2107266,찬성,2021-04-29
21,QHL3248U,2107266,찬성,2021-04-29
21,AE685067,2107266,찬성,2021-04-29
21,TJW93720,2107266,찬성,2021-04-29
21,9S151177,2107266,찬성,2021-04-29
21,TZ228122,2107266,찬성,2021-04-29
21,9V18755A,2107266,찬성,2021-04-29
21,PO64874I,2107266,불참,2021-04-29
21,GP07421U,2107266,찬성,2021-04-29
21,XA42275R,2107266,찬성,2021-04-29
21,ZKU88693,2107266,찬성,2021-04-29
21,KUO3574J,2107266,찬성,2021-04-29
21,RO593601,2107266,찬성,2021-04-29
21,40S1959J,2107266,찬성,2021-04-29
21,14M56632,2107266,불참,2021-04-29
21,J9S37905,2107266,찬성,2021-04-29
