age,member_id,bill_number,result,date
21,0R68099X,2125850,찬성,2023-12-08
21,6RM29022,2125850,찬성,2023-12-08
21,MQU41854,2125850,찬성,2023-12-08
21,V429892C,2125850,불참,2023-12-08
21,2385336L,2125850,찬성,2023-12-08
21,IN328264,2125850,불참,2023-12-08
21,XBT9550Q,2125850,불참,2023-12-08
21,ZA54991S,2125850,찬성,2023-12-08
21,MO52543L,2125850,불참,2023-12-08
21,0827740Q,2125850,찬성,2023-12-08
21,0W194007,2125850,찬성,2023-12-08
21,X1K3667J,2125850,찬성,2023-12-08
21,WMG57662,2125850,찬성,2023-12-08
21,NCP9875N,2125850,찬성,2023-12-08
21,I5I2468R,2125850,찬성,2023-12-08
21,WTR5885Y,2125850,찬성,2023-12-08
21,3425169D,2125850,찬성,2023-12-08
21,IOW1101J,2125850,불참,2023-12-08
21,25I8709Q,2125850,찬성,2023-12-08
21,OIA3741M,2125850,찬성,2023-12-08
21,6MO8786S,2125850,찬성,2023-12-08
21,XWX1513T,2125850,불참,2023-12-08
21,CT85313K,2125850,찬성,2023-12-08
21,BLC8630L,2125850,불참,2023-12-08
21,NQR1206Q,2125850,찬성,2023-12-08
21,LG63087O,2125850,불참,2023-12-08
21,PEP6922S,2125850,찬성,2023-12-08
21,L2I9861C,2125850,불참,2023-12-08
21,WCD5518S,2125850,찬성,2023-12-08
21,SVH3899R,2125850,불참,2023-12-08
21,IOW8224X,2125850,불참,2023-12-08
21,9JF4562W,2125850,찬성,2023-12-08
21,Y7K5946R,2125850,찬성,2023-12-08
21,Z7Y7827F,2125850,불참,2023-12-08
21,KUO3574J,2125850,찬성,2023-12-08
21,D6U6678O,2125850,찬성,2023-12-08
21,FU87526G,2125850,찬성,2023-12-08
21,S9U45255,2125850,찬성,2023-12-08
21,8FC9697X,2125850,불참,2023-12-08
21,QKO6165V,2125850,불참,2023-12-08
21,GD131760,2125850,불참,2023-12-08
21,ZRF3039U,2125850,찬성,2023-12-08
21,V0O5343U,2125850,불참,2023-12-08
